,Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,FI,LN,pk
595,2018,cedrick wilson,Boise State,WR,74.25,197,9.75,31.5,,4.55,9,37,121,4.23,6.89,,c,wilson,c-wilson-2018
600,2018,javon wims,Georgia,WR,74.88,215,9.25,31.5,,4.53,,33.5,113,4.53,7,,j,wims,j-wims-2018
26,2019,j.j. arcega-whiteside,Stanford,WR,74,225,9.5,33.25,,4.5,,34,119,4.41,7.23,,j,arcega-whiteside,j-arcega-whiteside-2019
32,2019,jaelan austin,Texas Christian,WR,71.75,194,10,31.75,,,4,,,,,,j,austin,j-austin-2019
34,2019,alex bachman,Wake Forest,WR,71.38,195,9.5,30.875,,4.47,17,33,127,4.28,6.71,,a,bachman,a-bachman-2019
71,2019,miles boykin,Notre Dame,WR,75.75,220,9.88,33.5,,4.42,12,43.5,140,4.07,6.77,,m,boykin,m-boykin-2019
73,2019,tyre brady,Marshall (WV),WR,74.88,211,9.75,33.63,,4.76,12,32,117,4.25,7.24,,t,brady,t-brady-2019
80,2019,a.j. brown,Mississippi,WR,72.5,226,9.75,32.88,,4.49,19,36.5,120,4.25,7,,a,brown,a-brown-2019
85,2019,marquise brown,Oklahoma,WR,69.38,166,9,30.5,,,,,,,,,m,brown,m-brown-2019
86,2019,shun brown,Arizona,WR,68.25,185,9,29.75,,4.72,,,114,4.3,7.06,,s,brown,s-brown-2019
98,2019,emmanuel butler,Northern Arizona,WR,75,217,10.13,33,,4.75,11,36,115,4.22,7.41,,e,butler,e-butler-2019
99,2019,hakeem butler,Iowa State,WR,77.63,227,10.75,35.25,,4.48,18,36,128,4.16,7.09,,h,butler,h-butler-2019
103,2019,parris campbell,Ohio State,WR,71.88,205,9.5,32.25,,4.31,11,40,135,4.03,,,p,campbell,p-campbell-2019
112,2019,juston christian,Marist,WR,71.63,196,9.5,31.5,,4.49,16,36,126,4.5,7.32,,j,christian,j-christian-2019
136,2019,jamal custis,Syracuse,WR,76.13,214,10.88,33.88,,4.5,,34.5,124,4.46,7.23,,j,custis,j-custis-2019
142,2019,felton davis,Michigan State,WR,75.5,211,10.25,32.75,,,21,,,,,,f,davis,f-davis-2019
145,2019,ryan davis,Auburn,WR,69.88,189,9.25,30.88,,4.63,12,35,124,4.23,7.09,,r,davis,r-davis-2019
155,2019,jakari dillard,Central Arkansas,WR,75.25,210,,,,,,,,,,,j,dillard,j-dillard-2019
159,2019,johnnie dixon,Ohio State,WR,70.38,201,9.63,30.25,,4.41,16,37.5,120,4.43,7.38,,j,dixon,j-dixon-2019
163,2019,greg dortch,Wake Forest,WR,67.13,173,9.25,29.25,,4.59,,33,109,4.08,6.89,,g,dortch,g-dortch-2019
165,2019,keelan doss,UC-Davis,WR,74.75,211,9.5,31.75,,4.56,8,36,124,,,,k,doss,k-doss-2019
167,2019,ashton dulin,Malone (OH),WR,73.38,215,9,33.38,,4.43,13,38,121,4.22,7,,a,dulin,a-dulin-2019
169,2019,jovon durante,Florida Atlantic,WR,71.13,160,8.75,31.13,,4.55,,31.5,120,4.31,7,,j,durante,j-durante-2019
180,2019,tony ellison,Arizona,WR,71,181,8.75,29.75,,4.68,2,30,123,4.2,6.77,,t,ellison,t-ellison-2019
192,2019,jazz ferguson,Northwestern State (LA),WR,76.75,227,9.25,34.25,,4.45,8,37,123,4.59,7.25,,j,ferguson,j-ferguson-2019
206,2019,travis fulgham,Old Dominion (VA),WR,74.38,215,9.5,33.75,,4.58,15,36.5,126,4.22,6.84,,t,fulgham,t-fulgham-2019
227,2019,terry godwin,Georgia,WR,71.5,184,9.38,30,,4.55,,36.5,117,4.18,6.96,,t,godwin,t-godwin-2019
232,2019,marcus green,Louisiana-Monroe,WR,67.88,190,9,30.75,,4.41,14,37,124,4.41,6.88,,m,green,m-green-2019
234,2019,jalen greene,Utah State,WR,73.88,205,9.75,31.25,,4.67,16,32,122,4.46,7.09,,j,greene,j-greene-2019
240,2019,jalen guyton,North Texas,WR,72.88,212,9.25,32,,4.39,13,37.5,125,4.09,6.9,,j,guyton,j-guyton-2019
243,2019,emanuel hall,Missouri,WR,73.88,201,9.75,33.25,,4.39,15,43.5,141,,,,e,hall,e-hall-2019
252,2019,mecole hardman,Georgia,WR,70.25,187,9,30.25,,4.33,17,36.5,119,4.25,6.75,,m,hardman,m-hardman-2019
253,2019,kelvin harmon,North Carolina State,WR,74.13,221,9.5,32.5,,4.6,18,32.5,117,4.32,7.15,,k,harmon,k-harmon-2019
258,2019,treon harris,Tennessee State,WR,71.13,196,8.63,29.875,,4.66,,29.5,117,4.55,7.28,,t,harris,t-harris-2019
260,2019,n'keal harry,Arizona State,WR,74.88,228,9.5,33,,4.53,27,38.5,122,4.28,7.05,,n,harry,n-harry-2019
261,2019,penny hart,Georgia State,WR,68,180,9.13,31,,4.63,18,33.5,111,4.75,7.64,,p,hart,p-hart-2019
266,2019,jerrod heard,Texas,WR,73.13,201,8.88,31.875,,4.55,19,34.5,116,4.44,7.16,,j,heard,j-heard-2019
288,2019,corey holmes,Morgan State (MD),WR,73.13,183,9.25,32.75,,4.54,12,38.5,133,4.08,7.34,,c,holmes,c-holmes-2019
297,2019,lil'jordan humphrey,Texas,WR,75.63,210,9.5,32.75,,4.75,13,33.5,119,4.29,7.09,,l,humphrey,l-humphrey-2019
299,2019,jalen hurd,Baylor,WR,76.63,226,10.25,32,,4.64,23,35.5,124,4.15,,,j,hurd,j-hurd-2019
303,2019,trenton irwin,Stanford,WR,73.5,204,8.88,31.125,,,,,,,,,t,irwin,t-irwin-2019
304,2019,andy isabella,Massachusetts,WR,68.75,188,8.38,29.75,,4.31,15,36.5,121,4.15,6.95,,a,isabella,a-isabella-2019
311,2019,taivon jacobs,Maryland,WR,69.75,170,8,28.875,,4.64,13,39,123,,,,t,jacobs,t-jacobs-2019
317,2019,gary jennings,West Virginia,WR,73,214,9.63,32.5,,4.42,20,37,127,4.15,7.32,,g,jennings,g-jennings-2019
318,2019,anthony johnson,Buffalo,WR,73.88,209,9.38,31.38,,4.55,18,32.5,122,,7.12,,a,johnson,a-johnson-2019
321,2019,diontae johnson,Toledo,WR,70.5,183,9,30.75,,4.53,15,33.5,123,4.45,7.09,,d,johnson,d-johnson-2019
326,2019,jonvea johnson,Toledo,WR,70.75,188,8.88,31.375,,4.4,12,35,128,4.17,6.68,,j,johnson,j-johnson-2019
328,2019,keesean johnson,Frenso State (CA),WR,73.13,201,9.5,32,,4.6,14,30,117,4.23,7.28,,k,johnson,k-johnson-2019
330,2019,olabisi johnson,Colorado State,WR,72.5,204,10.38,30.75,,4.51,14,38,124,4.16,6.88,,o,johnson,o-johnson-2019
333,2019,tyron johnson,Oklahoma State,WR,72.88,193,9.25,30.875,,4.36,16,30,116,4.4,7.07,,t,johnson,t-johnson-2019
349,2019,derek kief,Alabama,WR,76.5,204,8.88,32.625,,4.72,,35,125,4.32,7.07,,d,kief,d-kief-2019
375,2019,damarkus lodge,Mississippi,WR,73.88,202,9.5,33.125,,4.55,11,33.5,119,4.53,7.06,,d,lodge,d-lodge-2019
401,2019,terry mclaurin,Ohio State,WR,72.13,208,9.13,31.5,,4.35,18,37.5,125,4.15,7.01,,t,mclaurin,t-mclaurin-2019
406,2019,d.k. metcalf,Mississippi,WR,75.38,228,9.88,34.875,,4.33,27,40.5,134,4.5,7.38,,d,metcalf,d-metcalf-2019
407,2019,jakobi meyers,North Carolina State,WR,73.63,203,9.5,32,,4.63,13,37,118,4.23,7.07,,j,meyers,j-meyers-2019
413,2019,scott miller,Bowling Green (OH),WR,69.13,174,8.75,29.25,,4.36,15,34,123,4.02,6.97,,s,miller,s-miller-2019
417,2019,dillon mitchell,Oregon,WR,73.25,197,9,31.5,,4.46,12,36.5,122,4.29,6.93,,d,mitchell,d-mitchell-2019
427,2019,stanley morgan,Nebraska,WR,72,202,9.88,32.375,,4.53,14,38.5,125,4.13,6.78,,s,morgan,s-morgan-2019
431,2019,nyqwan murray,Florida State,WR,70.25,193,9,30.625,,4.63,8,34,113,4.4,7.2,,n,murray,n-murray-2019
433,2019,flynn nagel,Northwestern,WR,71.25,188,8.38,29.25,,4.73,11,28.5,102,4.21,6.95,,f,nagel,f-nagel-2019
454,2019,kyrion parker,Central Missouri,WR,74.75,207,10.25,33.25,,4.56,9,37,126,4.46,7.2,,k,parker,k-parker-2019
458,2019,tristan payton,Central Florida,WR,71.63,197,8.25,31.5,,4.59,11,32.5,116,4.34,6.9,,t,payton,t-payton-2019
480,2019,michiah quick,Frenso State (CA),WR,70.5,178,,,,,,,,,,,m,quick,m-quick-2019
481,2019,t.j. rahming,Duke,WR,68.25,163,8.63,29.125,,4.64,,32,114,4.63,6.88,,t,rahming,t-rahming-2019
483,2019,anthony ratliff-williams,North Carolina,WR,72.25,205,9.5,30.75,,4.57,14,35,126,4.38,6.9,,a,ratliff-williams,a-ratliff-williams-2019
492,2019,hunter renfrow,Clemson,WR,70.5,180,7.88,29,,4.59,7,35,116,4.19,6.8,,h,renfrow,h-renfrow-2019
496,2019,a.j. richardson,Boise State,WR,71.38,202,9.5,30.125,,4.62,11,33.5,110,4.44,7.12,,a,richardson,a-richardson-2019
497,2019,riley ridley,Georgia,WR,73.25,194,10.25,32.625,,4.58,13,30.5,124,4.28,7.22,,r,ridley,r-ridley-2019
513,2019,deebo samuel,South Carolina,WR,71.25,214,10,31.375,,4.48,15,39,122,4.14,7.03,,d,samuel,d-samuel-2019
528,2019,david sills,West Virginia,WR,75.25,211,9,32,,4.57,14,37.5,117,4.28,6.97,,d,sills,d-sills-2019
532,2019,raelon singleton,Houston,WR,74.88,208,10,32.125,,4.54,,37.5,131,4.5,7.01,,r,singleton,r-singleton-2019
535,2019,darius slayton,Auburn,WR,73,190,10,32.75,,4.39,11,40.5,135,4.15,7,,d,slayton,d-slayton-2019
538,2019,jaylen smith,Louisville,WR,74.25,213,9.25,32.75,,4.47,14,34.5,122,4.48,7.55,,j,smith,j-smith-2019
539,2019,jeff smith,Boston College,WR,72,191,9,31.5,,4.36,15,36.5,127,4.06,6.87,,j,smith,j-smith-2019
545,2019,tj smith,Lenoir-Rhyne,WR,69.5,174,8.75,31,,4.57,16,35.5,123,4.39,7,,t,smith,t-smith-2019
547,2019,dredrick snelson,Central Florida,WR,71.38,189,8.75,30.625,,4.55,10,30.5,116,4.39,7.27,,d,snelson,d-snelson-2019
551,2019,jayson stanley,Georgia,WR,73.63,209,8.5,33,,4.46,12,35,126,4.34,7.14,,j,stanley,j-stanley-2019
554,2019,brad stewart,Georgia Tech,WR,72.75,186,8.63,30.25,,4.66,10,35,119,4.2,7.03,,b,stewart,b-stewart-2019
573,2019,deandre thompkins,Penn State,WR,71.25,192,9.75,31.5,,4.34,13,34,126,4.26,7.02,,d,thompkins,d-thompkins-2019
574,2019,cody thompson,Toledo,WR,73.5,205,9.38,31,,4.57,19,38.5,119,4.03,6.87,,c,thompson,c-thompson-2019
577,2019,trevion thompson,Clemson,WR,74,197,9.25,32,,4.52,,36,122,4.32,6.82,,t,thompson,t-thompson-2019
588,2019,kavontae turpin,Texas Christian,WR,68.88,158,7.75,29.625,,4.5,2,40,129,4.25,6.65,,k,turpin,k-turpin-2019
591,2019,john ursua,Hawaii,WR,69.13,178,9.25,29.875,,4.56,17,37,120,4.16,6.77,,j,ursua,j-ursua-2019
604,2019,jamarius way,South Alabama,WR,75.5,215,10.25,33,,4.63,16,32.5,119,4.66,7.44,,j,way,j-way-2019
605,2019,moe ways,California,WR,75.13,218,9.88,32,,4.63,18,35,117,4.39,7.28,,m,ways,m-ways-2019
611,2019,alex wesley,Northern Colorado,WR,71.88,190,9,31.25,,4.45,13,38.5,125,4.44,7.4,,a,wesley,a-wesley-2019
612,2019,antoine wesley,Texas Tech,WR,76.13,206,9.75,34,,4.68,6,37,117,4.26,7.07,,a,wesley,a-wesley-2019
616,2019,vic wharton,California,WR,70.63,193,9.5,29.75,,4.65,11,29,106,4.38,7.26,,v,wharton,v-wharton-2019
619,2019,reggie white,Monmouth (NJ),WR,74,208,8.5,32.5,,4.52,10,37,120,4.07,6.81,,r,white,r-white-2019
636,2019,preston williams,Colorado State,WR,76.25,211,9.13,33,,4.61,,31.5,116,4.35,7.11,,p,williams,p-williams-2019
645,2019,juwann winfree,Colorado,WR,73.13,210,9.75,31.5,,4.53,16,33,125,4.25,6.97,,j,winfree,j-winfree-2019
4,2020,brandon aiyuk,Arizona State,WR,71.63,205,9.75,33.5,,4.5,11,40,128,,,,b,aiyuk,b-aiyuk-2020
19,2020,omar bayless,Arkansas State,WR,72.75,212,9,31.88,,4.62,11,36,123,4.5,7.35,,o,bayless,o-bayless-2020
45,2020,lawrence cager,Georgia,WR,76.75,220,8.88,33.38,,,,,,,,,l,cager,l-cager-2020
47,2020,marquez callaway,Tennessee,WR,73.25,205,9.38,32.38,,4.55,,38,126,,,,m,callaway,m-callaway-2020
49,2020,quintez cephus,Wisconsin,WR,72.88,202,8.75,32.13,,4.73,23,38.5,124,4.33,7.2,,q,cephus,q-cephus-2020
56,2020,chase claypool,Notre Dame,WR,76.25,238,9.88,32.5,,4.42,19,40.5,126,,,,c,claypool,c-claypool-2020
59,2020,tyrie cleveland,Florida,WR,74,205,9.13,32.88,,4.46,13,39.5,126,,,,t,cleveland,t-cleveland-2020
66,2020,isaiah coulter,Rhode Island,WR,73.88,198,9,31.75,,4.45,,36,121,4.62,7.28,,i,coulter,i-coulter-2020
76,2020,gabriel davis,Central Florida,WR,74,216,9.25,32.25,,4.54,14,35,124,4.59,7.08,,g,davis,g-davis-2020
79,2020,quartney davis,Texas A&M,WR,73.25,201,9.5,31.38,,4.54,,35.5,,,,,q,davis,q-davis-2020
92,2020,devin duvernay,Texas,WR,70.5,200,9.5,30.63,,4.39,,35.5,123,4.2,7.13,,d,duvernay,d-duvernay-2020
95,2020,bryan edwards,South Carolina,WR,74.75,212,9.5,32.25,,,,,,,,,b,edwards,b-edwards-2020
102,2020,chris finke,Notre Dame,WR,70,184,9,29,,4.57,7,40,,,,,c,finke,c-finke-2020
105,2020,aaron fuller,Washington,WR,70.75,188,8.88,29.75,,4.59,,34,118,,7.14,,a,fuller,a-fuller-2020
110,2020,antonio gandy-golden,Liberty (VA),WR,76,223,9.63,31.75,,4.6,22,36,127,4.55,7.33,,a,gandy-golden,a-gandy-golden-2020
122,2020,stephen guidry,Mississippi State,WR,76,200,9.13,32.75,,4.47,,34,125,4.46,7.31,,s,guidry,s-guidry-2020
126,2020,k.j. hamler,Penn State,WR,68.63,178,9.38,30.75,,,15,,,,,,k,hamler,k-hamler-2020
140,2020,tee higgins,Clemson,WR,75.63,216,9.25,34.13,,4.59,,31,10,4.53,,,t,higgins,t-higgins-2020
142,2020,john hightower,Boise State,WR,73.5,189,9.75,31.5,,4.43,,38.5,122,4.21,7.07,,j,hightower,j-hightower-2020
143,2020,k.j. hill,Ohio State,WR,71.88,196,9.25,29.13,,4.6,17,32.5,114,,,,k,hill,k-hill-2020
146,2020,isaiah hodgins,Oregon State,WR,75.63,210,9.88,33.13,,4.61,9,36.5,124,4.12,7.01,,i,hodgins,i-hodgins-2020
160,2020,trishton jackson,Syracuse,WR,72.75,197,9.75,32.38,,4.5,,36,117,,,,t,jackson,t-jackson-2020
161,2020,justin jefferson,Louisiana State,WR,73.25,202,9.13,33,,4.43,,37.5,126,,,,j,jefferson,j-jefferson-2020
162,2020,van jefferson,Florida,WR,73.5,200,9.13,32.75,,,,,,,,,v,jefferson,v-jefferson-2020
164,2020,jauan jennings,Tennessee,WR,75.13,215,9,31.63,,4.72,,29,119,,,,j,jennings,j-jennings-2020
165,2020,jerry jeudy,Alabama,WR,73,193,9.5,32.13,,4.45,,35,120,4.53,,,j,jeudy,j-jeudy-2020
166,2020,collin johnson,Texas,WR,77.63,222,9,31.75,,,17,,,,,,c,johnson,c-johnson-2020
168,2020,juwan johnson,Oregon,WR,76,230,10.5,34.25,,4.58,14,33,124,4.37,6.94,,j,johnson,j-johnson-2020
169,2020,tyler johnson,Minnesota,WR,73.38,206,9,30.88,,,,,,,,,t,johnson,t-johnson-2020
174,2020,tony jones,Notre Dame,WR,71,224,9.5,30.63,,4.68,13,32.5,119,4.21,7.18,,t,jones,t-jones-2020
183,2020,cedarian lamb,Oklahoma,WR,73.63,198,9.25,32.25,,4.5,11,34.5,124,,,,c,lamb,c-lamb-2020
191,2020,kalija lipscomb,Vanderbilt,WR,71.88,207,9.38,32.88,,4.57,16,32,127,,,,k,lipscomb,k-lipscomb-2020
195,2020,austin mack,Ohio State,WR,73.5,208,10,33.63,,4.59,,31.5,117,4.42,,,a,mack,a-mack-2020
207,2020,denzel mims,Baylor,WR,74.88,207,9.38,33.88,,4.38,16,38.5,131,4.43,6.66,,d,mims,d-mims-2020
211,2020,darnell mooney,Tulane (LA),WR,70,176,9.63,30.88,,4.38,9,37,124,,,,d,mooney,d-mooney-2020
229,2020,k.j. osborn,Miami (FL),WR,72,206,9.13,31.25,,4.48,18,37.5,123,4.35,7,,k,osborn,k-osborn-2020
230,2020,aaron parker,Rhode Island,WR,73.63,209,9.13,31.13,,4.57,12,26.5,112,4.23,6.94,,a,parker,a-parker-2020
232,2020,dezmon patmon,Washington State,WR,76,228,10.25,32.75,,4.48,15,36,132,4.38,7.28,,d,patmon,d-patmon-2020
237,2020,donovan peoples-jones,Michigan,WR,73.63,212,10.13,33.5,,4.48,,44.5,139,,,,d,peoples-jones,d-peoples-jones-2020
247,2020,michael pittman,Southern California,WR,76,223,9.25,32.5,,4.52,13,36.5,121,4.14,6.96,,m,pittman,m-pittman-2020
249,2020,james proche,Southern Methodist (TX),WR,70.63,201,9.63,29.75,,,20,34.5,,4.4,7.27,,j,proche,j-proche-2020
252,2020,jalen reagor,Texas Christian,WR,70.63,206,9.5,31.38,,4.47,17,42,138,4.46,7.31,,j,reagor,j-reagor-2020
262,2020,kendrick rogers,Texas A&M,WR,76,204,9.13,33.13,,4.51,17,35.5,124,4.48,7.13,,k,rogers,k-rogers-2020
263,2020,henry ruggs,Alabama,WR,71,188,10.13,30.5,,4.27,,42,131,,,,h,ruggs,h-ruggs-2020
269,2020,laviska shenault,Colorado,WR,72.63,227,9,31.88,,4.58,17,,,,,,l,shenault,l-shenault-2020
280,2020,darrell stewart,Michigan State,WR,74,216,9.63,32,,,15,35,117,,,,d,stewart,d-stewart-2020
285,2020,freddie swain,Florida,WR,72,199,9,30.63,,4.46,16,36.5,124,4.26,7.05,,f,swain,f-swain-2020
299,2020,jeff thomas,Miami (FL),WR,68.88,170,8.38,30.38,,4.45,,36.5,125,,,,j,thomas,j-thomas-2020
309,2020,binjimen victor,Ohio State,WR,75.75,198,9.63,34.13,,4.6,9,35,128,,7.1,,b,victor,b-victor-2020
315,2020,quez watkins,Southern Mississippi,WR,72.13,185,9,32.88,,4.35,,36.5,125,4.36,7.28,,q,watkins,q-watkins-2020
318,2020,cody white,Michigan State,WR,75,215,10,32.5,,4.66,,35.5,120,4.52,7.19,,c,white,c-white-2020
0,2021,jonathan adams,Arkansas State,WR,74,210,9.875,32.125,,4.59,,39,132,4.38,7.04,,j,adams,j-adams-2021
9,2021,tutu atwell,Louisville,WR,68.88,155,8.875,29.25,,4.39,,33,117,4.09,6.87,,t,atwell,t-atwell-2021
10,2021,jhamon ausbon,Texas A&M,WR,74.38,217,9.875,32.375,,4.72,,33,118,4.28,6.89,,j,ausbon,j-ausbon-2021
13,2021,kawaan baker,South Alabama,WR,72.5,210,10.75,32.375,,4.45,21,39.5,129,4.41,7.42,,k,baker,k-baker-2021
19,2021,rashod bateman,Minnesota,WR,72.38,190,9.5,33,,4.43,,36,123,4.35,6.95,,r,bateman,r-bateman-2021
25,2021,tarik black,Texas,WR,74.75,213,9.75,33.75,,4.54,15,40,132,4.26,6.91,,t,black,t-black-2021
50,2021,rico bussey,Hawaii,WR,72.38,186,10.125,33,,4.5,13,38.5,124,4.26,7.21,,r,bussey,r-bussey-2021
52,2021,jalen camp,Georgia Tech,WR,73.88,226,9.625,33.75,,4.48,29,39.5,125,4.14,7,,j,camp,j-camp-2021
57,2021,jamarr chase,Louisiana State,WR,72.38,201,9.625,30.75,,4.34,,41,132,3.99,6.96,,j,chase,j-chase-2021
64,2021,nico collins,Michigan,WR,76.13,215,9.375,34.125,,4.45,14,37.5,125,4.32,6.79,,n,collins,n-collins-2021
66,2021,donnie corley,Texas Southern,WR,73.75,195,9.25,32.375,,4.59,13,34,123,4.29,6.83,,d,corley,d-corley-2021
70,2021,damonte coxie,Memphis,WR,74.13,198,8.75,33.25,,4.77,4,30.5,122,4.45,6.92,,d,coxie,d-coxie-2021
80,2021,frank darby,Arizona State,WR,72,201,9.625,31.375,,4.61,19,34.5,117,4.23,7.15,,f,darby,f-darby-2021
81,2021,jaelon darden,North Texas,WR,67.63,174,8.75,30.625,,4.46,11,35.5,122,4.1,6.67,,j,darden,j-darden-2021
102,2021,dwayne eskridge,Western Michigan,WR,68.75,190,9,30.125,,4.4,,35,124,4.27,6.95,,d,eskridge,d-eskridge-2021
117,2021,dez fitzpatrick,Louisville,WR,73.75,208,9.625,32.75,,4.49,,35,100,4.25,7.06,,d,fitzpatrick,d-fitzpatrick-2021
128,2021,bailey gaither,San Jose State,WR,72,188,9.25,31,,4.48,9,31,121,4.39,7.07,,b,gaither,b-gaither-2021
142,2021,trevon grimes,Florida,WR,76,220,9.625,31.375,,4.5,15,35,118,4.26,7,,t,grimes,t-grimes-2021
147,2021,adrian hardy,Louisiana Tech,WR,73,205,9.375,32,,4.61,12,37.5,124,4.5,6.96,,a,hardy,a-hardy-2021
152,2021,jacob harris,Central Florida,WR,77,219,9.5,33.75,,4.43,15,40.5,133,4.31,6.51,,j,harris,j-harris-2021
158,2021,damon hazelton,Missouri,WR,74.75,206,9.875,33.375,,4.64,,37.5,120,4.32,7.11,,d,hazelton,d-hazelton-2021
180,2021,josh imatorbhebhe,Illinois,WR,72.88,218,9.25,32.375,,4.53,24,46.5,134,4.38,7.1,,j,imatorbhebhe,j-imatorbhebhe-2021
185,2021,warren jackson,Colorado State,WR,78,219,9.375,33.5,,4.72,11,33.5,123,4.51,7.71,,w,jackson,w-jackson-2021
188,2021,terrell jana,Virginia,WR,71.13,195,9.125,31.75,,4.69,17,32,110,4.13,7.05,,t,jana,t-jana-2021
192,2021,cade johnson,South Dakota State,WR,70.63,184,9.375,29.25,,4.51,11,35,114,,,,c,johnson,c-johnson-2021
203,2021,tim jones,Southern Mississippi,WR,72.75,203,9.5,31.375,,4.47,17,40,124,4.14,7.02,,t,jones,t-jones-2021
227,2021,branden mack,Temple,WR,77,217,9.25,32.125,,4.66,11,31,115,4.37,7.13,,b,mack,b-mack-2021
229,2021,terrace marshall,Louisiana State,WR,74.5,205,9.5,32.75,,4.4,19,39,125,,,,t,marshall,t-marshall-2021
236,2021,khalil mcclain,Troy (AL),WR,74.88,214,9.625,31.875,,4.7,15,32,114,4.5,7.72,,k,mcclain,k-mcclain-2021
244,2021,racey mcmath,Louisiana State,WR,74.5,211,8.875,32,,4.39,,34,125,4.4,7.37,,r,mcmath,r-mcmath-2021
253,2021,osirus mitchell,Mississippi State,WR,77,206,10.875,34.375,,4.61,12,35.5,128,4.34,7.12,,o,mitchell,o-mitchell-2021
260,2021,elijah moore,Mississippi,WR,69.5,178,9.375,30.125,,4.35,17,36,121,4,6.67,,e,moore,e-moore-2021
262,2021,rondale moore,Purdue,WR,67,181,8.75,28.25,,4.32,,42.5,126,4.1,6.68,,r,moore,r-moore-2021
273,2021,dazz newsome,North Carolina,WR,70.13,190,9,29.875,,4.59,12,34,121,4.39,7.39,,d,newsome,d-newsome-2021
275,2021,tre nixon,Central Florida,WR,72.13,187,9.125,31.75,,4.44,18,35.5,125,4.25,6.81,,t,nixon,t-nixon-2021
277,2021,antonio nunn,Buffalo,WR,71,204,8.875,31,,4.5,15,33.5,120,4.32,7.12,,a,nunn,a-nunn-2021
284,2021,josh palmer,Tennessee,WR,73.25,210,9.625,33,,4.52,,34,124,4.24,6.98,,j,palmer,j-palmer-2021
292,2021,whop philyor,Indiana,WR,69.63,184,9.25,30.625,,4.58,14,31,120,4.38,7.2,,w,philyor,w-philyor-2021
297,2021,cornell powell,Clemson,WR,72.25,204,10,32.75,,4.53,16,36.5,128,4.21,7.03,,c,powell,c-powell-2021
299,2021,blake proehl,East Carolina (NC),WR,73.88,186,9,31.5,,4.47,12,36,126,4.2,7,,b,proehl,b-proehl-2021
314,2021,amari rodgers,Clemson,WR,69.5,212,9.5,30.375,,4.52,19,33,121,4.31,7.07,,a,rodgers,a-rodgers-2021
329,2021,t.j. simmons,West Virginia,WR,73.38,208,9.375,32,,4.59,13,32,120,4.55,7.22,,t,simmons,t-simmons-2021
330,2021,bennett skowronek,Notre Dame,WR,74.88,220,10.125,33.25,,,13,,118,,,,b,skowronek,b-skowronek-2021
333,2021,brandon smith,Iowa,WR,73.38,218,9.375,34.25,,4.64,21,39,130,,,,b,smith,b-smith-2021
335,2021,devonta smith,Alabama,WR,72.25,170,9.25,31.875,,,,,131,,,,d,smith,d-smith-2021
338,2021,shi smith,South Carolina,WR,69.5,186,9.75,31.875,,4.46,,36,123,4.22,6.79,,s,smith,s-smith-2021
341,2021,ihmir smith-marsette,Iowa,WR,72.75,181,9.75,30.75,,4.5,10,37,124,4.23,7.06,,i,smith-marsette,i-smith-marsette-2021
347,2021,amon-ra st. brown,Southern California,WR,71.5,197,9.125,30.375,,4.61,20,38.5,127,4.26,6.9,,a,brown,a-brown-2021
351,2021,marquez stevenson,Houston,WR,70.13,180,8.625,31.5,,4.48,,33,122,4.21,6.86,,m,stevenson,m-stevenson-2021
359,2021,dillon stoner,Oklahoma State,WR,72.13,194,9,30.875,,4.57,16,37,123,4.18,6.95,,d,stoner,d-stoner-2021
360,2021,eli stove,Auburn,WR,71.38,194,9.125,32.125,,4.54,14,30.5,119,4.4,7.34,,e,stove,e-stove-2021
361,2021,mike strachan,Charleston (WV),WR,77.38,226,10,34.25,,4.54,20,35,127,4.36,6.96,,m,strachan,m-strachan-2021
365,2021,sage surratt,Wake Forest,WR,74.5,209,9,32.25,,4.7,,,115,4.25,,,s,surratt,s-surratt-2021
372,2021,kadarius toney,Florida,WR,71.63,193,9.25,31.25,,4.38,9,39.5,136,4.23,6.88,,k,toney,k-toney-2021
375,2021,austin trammell,Rice (TX),WR,70.13,181,9.5,28.125,,4.62,21,40,124,4.11,6.75,,a,trammell,a-trammell-2021
385,2021,t.j. vasher,Texas Tech,WR,77.63,203,10.25,35.625,,,,37,121,,,,t,vasher,t-vasher-2021
386,2021,tyler vaughns,Southern California,WR,74,184,9.5,32.875,,4.69,7,31.5,120,4.4,7.15,,t,vaughns,t-vaughns-2021
390,2021,jaylen waddle,Alabama,WR,69.5,180,9.125,30.375,,,,,122,,,,j,waddle,j-waddle-2021
393,2021,tylan wallace,Oklahoma State,WR,71.38,194,9.75,30.375,,4.5,11,33,112,4.25,6.97,,t,wallace,t-wallace-2021
396,2021,austin watkins,Alabama-Birmingham,WR,73.5,209,9.625,31.75,,4.56,18,,133,,,,a,watkins,a-watkins-2021
410,2021,marlon williams,Central Florida,WR,71.25,209,8.875,31,,4.66,14,33.5,119,4.57,,,m,williams,m-williams-2021
413,2021,seth williams,Auburn,WR,75,211,9.875,33.5,,4.49,12,37,124,4.43,7.2,,s,williams,s-williams-2021
